Wavelength (nm)	Light Power (W)	
547.000000	0.000228
548.000000	0.000183
549.000000	0.000133
550.000000	0.000131
551.000000	0.000145
552.000000	0.000193
553.000000	0.000239
554.000000	0.000247
555.000000	0.000250
556.000000	0.000219
557.000000	0.000172
558.000000	0.000162
559.000000	0.000178
560.000000	0.000214
561.000000	0.000255
562.000000	0.000229
563.000000	0.000226
564.000000	0.000192
565.000000	0.000149
566.000000	0.000148
567.000000	0.000157
568.000000	0.000189
569.000000	0.000218
570.000000	0.000206
571.000000	0.000192
572.000000	0.000174
573.000000	0.000141
574.000000	0.000143
575.000000	0.000166
576.000000	0.000212
577.000000	0.000237
578.000000	0.000249
579.000000	0.000231
580.000000	0.000189
581.000000	0.000170
582.000000	0.000161
583.000000	0.000178
584.000000	0.000213
585.000000	0.000227
586.000000	0.000217
587.000000	0.000204
588.000000	0.000171
589.000000	0.000163
590.000000	0.000169
591.000000	0.000241
592.000000	0.000243
593.000000	0.000241
594.000000	0.000231
595.000000	0.000225
596.000000	0.000227
597.000000	0.000234
598.000000	0.000255
599.000000	0.000272
600.000000	0.000282
601.000000	0.000292
602.000000	0.000290
603.000000	0.000282
604.000000	0.000265
605.000000	0.000252
606.000000	0.000254
607.000000	0.000258
608.000000	0.000281
609.000000	0.000304
610.000000	0.000317
611.000000	0.000327
612.000000	0.000322
613.000000	0.000308
614.000000	0.000287
615.000000	0.000271
616.000000	0.000272
617.000000	0.000285
618.000000	0.000312
619.000000	0.000332
620.000000	0.000340
621.000000	0.000349
622.000000	0.000354
623.000000	0.000362
624.000000	0.000371
625.000000	0.000393
626.000000	0.000369
627.000000	0.000371
628.000000	0.000370
629.000000	0.000367
630.000000	0.000372
631.000000	0.000387
632.000000	0.000405
633.000000	0.000417
634.000000	0.000427
635.000000	0.000425
636.000000	0.000418
637.000000	0.000418
638.000000	0.000417
639.000000	0.000419
640.000000	0.000411
641.000000	0.000403
642.000000	0.000403
643.000000	0.000404
644.000000	0.000424
645.000000	0.000443
646.000000	0.000456
647.000000	0.000455
648.000000	0.000435
649.000000	0.000419
650.000000	0.000407
651.000000	0.000415
652.000000	0.000438
653.000000	0.000452
654.000000	0.000463
655.000000	0.000445
656.000000	0.000424
657.000000	0.000416
658.000000	0.000407
659.000000	0.000428
660.000000	0.000465
661.000000	0.000482
662.000000	0.000490
663.000000	0.000462
664.000000	0.000414
665.000000	0.000393
666.000000	0.000405
667.000000	0.000435
668.000000	0.000470
669.000000	0.000494
670.000000	0.000480
671.000000	0.000441
672.000000	0.000429
673.000000	0.000418
674.000000	0.000422
675.000000	0.000460
676.000000	0.000477
677.000000	0.000471
678.000000	0.000470
679.000000	0.000436
680.000000	0.000412
681.000000	0.000430
682.000000	0.000460
683.000000	0.000476
684.000000	0.000483
685.000000	0.000473
686.000000	0.000426
687.000000	0.000411
688.000000	0.000442
689.000000	0.000457
690.000000	0.000480
691.000000	0.000489
692.000000	0.000463
693.000000	0.000431
694.000000	0.000409
695.000000	0.000410
696.000000	0.000431
697.000000	0.000464
698.000000	0.000483
699.000000	0.000467
700.000000	0.000447
701.000000	0.000438
702.000000	0.000415
703.000000	0.000429
704.000000	0.000472
705.000000	0.000479
706.000000	0.000458
707.000000	0.000456
708.000000	0.000443
709.000000	0.000402
710.000000	0.000409
711.000000	0.000479
712.000000	0.000509
713.000000	0.000477
714.000000	0.000436
715.000000	0.000401
716.000000	0.000404
717.000000	0.000417
718.000000	0.000441
719.000000	0.000467
720.000000	0.000464
721.000000	0.000458
722.000000	0.000437
723.000000	0.000409
724.000000	0.000412
725.000000	0.000432
726.000000	0.000448
727.000000	0.000461
728.000000	0.000450
729.000000	0.000431
730.000000	0.000411
731.000000	0.000401
732.000000	0.000410
733.000000	0.000429
734.000000	0.000450
735.000000	0.000443
736.000000	0.000431
737.000000	0.000421
738.000000	0.000406
739.000000	0.000403
740.000000	0.000411
741.000000	0.000420
742.000000	0.000430
743.000000	0.000421
744.000000	0.000401
745.000000	0.000389
746.000000	0.000381
747.000000	0.000382
748.000000	0.000394
749.000000	0.000396
750.000000	0.000395
751.000000	0.000386
752.000000	0.000366
753.000000	0.000356
754.000000	0.000349
755.000000	0.000353
756.000000	0.000360
757.000000	0.000359
758.000000	0.000353
759.000000	0.000345
760.000000	0.000331
761.000000	0.000320
762.000000	0.000319
763.000000	0.000323
764.000000	0.000328
765.000000	0.000327
766.000000	0.000319
767.000000	0.000311
768.000000	0.000301
769.000000	0.000296
770.000000	0.000297
771.000000	0.000301
772.000000	0.000304
773.000000	0.000301
774.000000	0.000293
775.000000	0.000281
776.000000	0.000272
777.000000	0.000273
778.000000	0.000280
779.000000	0.000288
780.000000	0.000290
781.000000	0.000282
782.000000	0.000271
783.000000	0.000262
784.000000	0.000260
785.000000	0.000267
786.000000	0.000271
787.000000	0.000272
788.000000	0.000268
789.000000	0.000257
790.000000	0.000248
791.000000	0.000244
792.000000	0.000248
793.000000	0.000257
794.000000	0.000268
795.000000	0.000270
796.000000	0.000258
797.000000	0.000249
798.000000	0.000247
799.000000	0.000250
800.000000	0.000260
801.000000	0.000272
802.000000	0.000275
803.000000	0.000267
804.000000	0.000253
805.000000	0.000244
806.000000	0.000242
807.000000	0.000249
808.000000	0.000262
809.000000	0.000266
810.000000	0.000259
811.000000	0.000251
812.000000	0.000237
813.000000	0.000229
814.000000	0.000236
815.000000	0.000245
816.000000	0.000257
817.000000	0.000256
818.000000	0.000241
819.000000	0.000228
820.000000	0.000221
821.000000	0.000222
822.000000	0.000234
823.000000	0.000248
824.000000	0.000251
825.000000	0.000245
826.000000	0.000233
827.000000	0.000225
828.000000	0.000227
829.000000	0.000231
830.000000	0.000240
831.000000	0.000247
832.000000	0.000244
833.000000	0.000234
834.000000	0.000223
835.000000	0.000215
836.000000	0.000219
837.000000	0.000226
838.000000	0.000231
839.000000	0.000233
840.000000	0.000229
841.000000	0.000219
842.000000	0.000213
843.000000	0.000216
844.000000	0.000221
845.000000	0.000225
846.000000	0.000226
847.000000	0.000222
848.000000	0.000213
849.000000	0.000204
850.000000	0.000203
851.000000	0.000206
852.000000	0.000208
853.000000	0.000211
854.000000	0.000207
855.000000	0.000200
856.000000	0.000193
857.000000	0.000188
858.000000	0.000189
859.000000	0.000193
860.000000	0.000191
861.000000	0.000185
862.000000	0.000177
863.000000	0.000168
864.000000	0.000165
865.000000	0.000164
866.000000	0.000161
867.000000	0.000162
868.000000	0.000158
869.000000	0.000150
870.000000	0.000145
871.000000	0.000142
872.000000	0.000140
873.000000	0.000141
874.000000	0.000139
875.000000	0.000136
876.000000	0.000131
877.000000	0.000127
878.000000	0.000125
879.000000	0.000123
880.000000	0.000121
881.000000	0.000121
882.000000	0.000119
883.000000	0.000117
884.000000	0.000116
885.000000	0.000112
886.000000	0.000110
887.000000	0.000110
888.000000	0.000110
889.000000	0.000109
890.000000	0.000108
891.000000	0.000106
892.000000	0.000104
893.000000	0.000104
894.000000	0.000105
895.000000	0.000105
896.000000	0.000103
897.000000	0.000103
898.000000	0.000102
899.000000	0.000102
900.000000	0.000102
901.000000	0.000101
902.000000	0.000102
903.000000	0.000101
904.000000	9.982826E-5
905.000000	0.000101
906.000000	0.000100
907.000000	9.972401E-5
908.000000	9.988000E-5
909.000000	9.896502E-5
910.000000	9.939179E-5
911.000000	9.909381E-5
912.000000	9.922971E-5
913.000000	0.000100
914.000000	9.935625E-5
915.000000	9.910586E-5
916.000000	9.797714E-5
917.000000	9.666420E-5
918.000000	9.797997E-5
919.000000	9.801773E-5
920.000000	9.641920E-5
921.000000	9.698665E-5
922.000000	9.625954E-5
923.000000	9.517093E-5
924.000000	9.538059E-5
925.000000	9.452335E-5
926.000000	9.511015E-5
927.000000	9.532196E-5
928.000000	9.444184E-5
929.000000	9.456432E-5
930.000000	9.216202E-5
931.000000	9.049669E-5
932.000000	9.034741E-5
933.000000	8.901122E-5
934.000000	8.926386E-5
935.000000	8.891083E-5
936.000000	8.775679E-5
937.000000	8.808776E-5
938.000000	8.660334E-5
939.000000	8.549558E-5
940.000000	8.645649E-5
941.000000	8.591956E-5
942.000000	8.603232E-5
943.000000	8.573254E-5
944.000000	8.355297E-5
945.000000	8.245666E-5
946.000000	8.121513E-5
947.000000	8.003743E-5
948.000000	8.066659E-5
949.000000	7.996897E-5
950.000000	7.957042E-5
951.000000	7.915096E-5
952.000000	7.765691E-5
953.000000	7.776028E-5
954.000000	7.759011E-5
955.000000	7.668827E-5
956.000000	7.706281E-5
957.000000	7.626125E-5
958.000000	7.488766E-5
959.000000	7.388434E-5
960.000000	7.191889E-5
961.000000	7.132325E-5
962.000000	7.102532E-5
963.000000	7.065595E-5
964.000000	7.117290E-5
965.000000	7.018656E-5
966.000000	6.915677E-5
967.000000	6.898823E-5
968.000000	6.816327E-5
969.000000	6.804515E-5
970.000000	6.780974E-5
971.000000	6.656286E-5
972.000000	6.571236E-5
973.000000	6.443448E-5
974.000000	6.296085E-5
975.000000	6.218994E-5
976.000000	6.141567E-5
977.000000	6.127723E-5
978.000000	6.148777E-5
979.000000	6.100993E-5
980.000000	6.075260E-5
981.000000	6.018636E-5
982.000000	5.984919E-5
983.000000	6.022713E-5
984.000000	5.974047E-5
985.000000	5.914031E-5
986.000000	5.837797E-5
987.000000	5.705951E-5
988.000000	5.607082E-5
989.000000	5.535318E-5
990.000000	5.469163E-5
991.000000	5.481836E-5
992.000000	5.507130E-5
993.000000	5.544083E-5
994.000000	5.615711E-5
995.000000	5.614153E-5
996.000000	5.623937E-5
997.000000	5.609104E-5
998.000000	5.597157E-5
999.000000	5.609537E-5
1000.000000	5.569607E-5
1001.000000	5.531049E-5
1002.000000	5.499889E-5
1003.000000	5.440433E-5
1004.000000	5.381264E-5
1005.000000	5.383593E-5
1006.000000	5.407030E-5
1007.000000	5.471438E-5
1008.000000	5.511930E-5
1009.000000	5.497637E-5
1010.000000	5.524400E-5
1011.000000	5.494569E-5
1012.000000	5.518038E-5
1013.000000	5.608316E-5
1014.000000	5.626777E-5
1015.000000	5.611887E-5
1016.000000	5.639219E-5
1017.000000	5.702903E-5
1018.000000	5.830643E-5
1019.000000	6.035507E-5
1020.000000	6.237728E-5
1021.000000	6.394498E-5
1022.000000	6.381709E-5
1023.000000	6.395658E-5
1024.000000	6.558800E-5
1025.000000	6.806823E-5
1026.000000	7.130046E-5
1027.000000	7.476559E-5
1028.000000	7.871526E-5
1029.000000	8.290793E-5
1030.000000	8.607606E-5
1031.000000	8.813421E-5
1032.000000	8.943764E-5
1033.000000	8.884484E-5
1034.000000	8.585028E-5
1035.000000	8.146367E-5
1036.000000	7.632241E-5
1037.000000	7.187094E-5
1038.000000	6.895030E-5
1039.000000	6.665575E-5
1040.000000	6.537918E-5
1041.000000	6.474790E-5
1042.000000	6.402521E-5
1043.000000	6.359182E-5
1044.000000	6.343854E-5
1045.000000	6.392405E-5
1046.000000	6.490747E-5
1047.000000	6.683879E-5
1048.000000	6.913170E-5
1049.000000	7.126758E-5
1050.000000	7.321568E-5
1051.000000	7.464973E-5
1052.000000	7.668253E-5
1053.000000	7.976184E-5
1054.000000	8.249735E-5
1055.000000	8.586657E-5
1056.000000	9.110678E-5
1057.000000	9.637542E-5
1058.000000	0.000102
1059.000000	0.000111
1060.000000	0.000126
1061.000000	0.000148
1062.000000	0.000183
1063.000000	0.000288
1064.000000	0.000541
1065.000000	0.000612
1066.000000	0.000414
1067.000000	0.000241
1068.000000	0.000179
1069.000000	0.000138
1070.000000	0.000112
1071.000000	9.901799E-5
1072.000000	8.970866E-5
1073.000000	8.419521E-5
1074.000000	7.819692E-5
1075.000000	7.422447E-5
1076.000000	7.101582E-5
1077.000000	6.882381E-5
1078.000000	6.686250E-5
1079.000000	6.503073E-5
1080.000000	6.382238E-5
1081.000000	6.213026E-5
1082.000000	6.096710E-5
1083.000000	6.018150E-5
1084.000000	5.903369E-5
1085.000000	5.845706E-5
1086.000000	5.809220E-5
1087.000000	5.696588E-5
1088.000000	5.639453E-5
1089.000000	5.632466E-5
1090.000000	5.599763E-5
1091.000000	5.532200E-5
1092.000000	5.461687E-5
1093.000000	5.395443E-5
1094.000000	5.320719E-5
1095.000000	5.209012E-5
1096.000000	5.167395E-5
1097.000000	5.194851E-5
1098.000000	5.162888E-5
1099.000000	5.283010E-5
1100.000000	5.412489E-5
